Animal ID,Name_Intake,DateTime_Intake,MonthYear_Intake,Found Location,Intake Type,Intake Condition,Animal Type_Intake,Sex upon Intake,Age upon Intake,Breed_Intake,Color_Intake,Name_Outcome,DateTime_Outcome,MonthYear_Outcome,Date of Birth,Animal Type_Outcome,Sex upon Outcome,Age upon Outcome,Breed_Outcome,Color_Outcome,binary_outcome
A730165,*Mikey,06/29/2016 03:58:00 PM,06/29/2016 03:58:00 PM,9508 Bock Rd in Travis (TX),Stray,Normal,Dog,Intact Male,2 years,Boxer Mix,Brown,*Mikey,09/13/2016 01:45:00 PM,09/13/2016 01:45:00 PM,06/29/2014,Dog,Neutered Male,2 years,Boxer Mix,Brown,0
A792292,,04/08/2019 18:28,04/08/2019 18:28,9971 Quail Boulevard in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Abyssinian Mix,Brown/White,,04/12/2019 17:49,04/12/2019 17:49,04/08/2018,Cat,Intact Female,1 year,Abyssinian Mix,Brown/White,0
A767146,,02/24/2018 01:03:00 PM,02/24/2018 01:03:00 PM,13125 Gregg Lane in Manor (TX),Stray,Normal,Dog,Intact Male,2 months,Pit Bull Mix,Brown Brindle,,02/28/2018 07:07:00 PM,02/28/2018 07:07:00 PM,12/24/2017,Dog,Neutered Male,2 months,Pit Bull Mix,Brown Brindle,0
A762274,*Rose,11/17/2017 11:37:00 AM,11/17/2017 11:37:00 AM,Thaxton Road And Frye Rye Drive in Austin (TX),Stray,Normal,Cat,Spayed Female,8 years,Domestic Medium Hair Mix,White/Brown Tabby,*Rose,11/25/2017 01:11:00 PM,11/25/2017 01:11:00 PM,11/17/2009,Cat,Spayed Female,8 years,Domestic Medium Hair Mix,White/Brown Tabby,0
A694741,Cleo,01/03/2015 13:55,01/03/2015 13:55,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,10 years,Domestic Medium Hair Mix,Black/White,Cleo,01/24/2015 01:26:00 PM,01/24/2015 01:26:00 PM,01/03/2005,Cat,Spayed Female,10 years,Domestic Medium Hair Mix,Black/White,0
A770926,*Vern,04/27/2018 12:03:00 PM,04/27/2018 12:03:00 PM,5905 Williamson Road in Creedmoor (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Brown Tabby,*Vern,09/19/2018 01:58:00 PM,09/19/2018 01:58:00 PM,04/05/2018,Cat,Spayed Female,5 months,Domestic Shorthair Mix,Brown Tabby,0
A796592,Keanu,06/03/2019 12:55,06/03/2019 12:55,Tanglewood Forest And Pheasant Run in Austin (TX),Stray,Normal,Cat,Neutered Male,2 years,Domestic Shorthair,Brown Tabby/White,Keanu,06/22/2019 04:34:00 PM,06/22/2019 04:34:00 PM,06/03/2017,Cat,Neutered Male,2 years,Domestic Shorthair,Brown Tabby/White,0
A712207,Gizmo,09/19/2015 12:11:00 PM,09/19/2015 12:11:00 PM,7009 Ih 35 in Austin (TX),Stray,Injured,Dog,Neutered Male,4 years,Shih Tzu Mix,White/Tan,Gizmo,09/22/2015 12:21:00 PM,09/22/2015 12:21:00 PM,06/10/2011,Dog,Neutered Male,4 years,Shih Tzu Mix,White/Tan,0
A766768,,02/16/2018 11:36:00 AM,02/16/2018 11:36:00 AM,2901 South Capital Of Texas Highway in Austin (TX),Stray,Normal,Cat,Unknown,6 months,Domestic Shorthair Mix,Blue/White,,02/20/2018 12:00:00 AM,02/20/2018 12:00:00 AM,08/16/2017,Cat,Unknown,6 months,Domestic Shorthair Mix,Blue/White,0
A708671,,07/30/2015 11:34:00 AM,07/30/2015 11:34:00 AM,Slaughter Ln And S 1St in Austin (TX),Stray,Normal,Dog,Intact Male,2 months,Australian Cattle Dog/Great Pyrenees,Blue Merle,,08/03/2015 17:03,08/03/2015 17:03,05/22/2015,Dog,Neutered Male,2 months,Australian Cattle Dog/Great Pyrenees,Blue Merle,0
A735338,,09/22/2016 02:38:00 PM,09/22/2016 02:38:00 PM,11620 Lindeman Loop in Leander (TX),Stray,Normal,Cat,Unknown,1 week,Domestic Shorthair Mix,Blue/White,,09/22/2016 06:47:00 PM,09/22/2016 06:47:00 PM,09/15/2016,Cat,Unknown,1 week,Domestic Shorthair Mix,Blue/White,0
A781019,Ruby Rose,12/09/2018 11:36,12/09/2018 11:36,3803 Carmel in Austin (TX),Public Assist,Normal,Dog,Spayed Female,3 years,Staffordshire Mix,White/Black,Ruby Rose,11/13/2018 06:47:00 PM,11/13/2018 06:47:00 PM,09/30/2015,Dog,Spayed Female,3 years,Staffordshire Mix,White/Black,0
A789353,,02/20/2019 11:16:00 AM,02/20/2019 11:16:00 AM,East Twelth Street And Nickols Avenue in Austin (TX),Stray,Normal,Cat,Spayed Female,10 years,Domestic Shorthair Mix,Blue,,03/08/2019 14:07,03/08/2019 14:07,02/20/2009,Cat,Spayed Female,10 years,Domestic Shorthair Mix,Blue,0
A810391,Elsa,12/12/2019 15:26,12/12/2019 15:26,8304 Decker Lane in Travis (TX),Stray,Normal,Dog,Intact Female,2 years,Great Pyrenees,White,Elsa,12/12/2019 16:33,12/12/2019 16:33,12/12/2017,Dog,Intact Female,2 years,Great Pyrenees,White,0
A807257,,10/23/2019 07:31:00 AM,10/23/2019 07:31:00 AM,7100 E 290 in Austin (TX),Stray,Sick,Cat,Intact Female,2 weeks,Domestic Shorthair,Brown Tabby,,10/23/2019 11:26:00 AM,10/23/2019 11:26:00 AM,10/08/2019,Cat,Intact Female,2 weeks,Domestic Shorthair,Brown Tabby,0
A681405,Leonidas,06/16/2014 11:22:00 AM,06/16/2014 11:22:00 AM,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,3 months,Domestic Shorthair Mix,Brown Tabby,Leonidas,06/24/2014 02:00:00 PM,06/24/2014 02:00:00 PM,03/16/2014,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Brown Tabby,0
A684569,*Celeste,07/25/2014 03:11:00 PM,07/25/2014 03:11:00 PM,Wolfcreek And Upslope in Austin (TX),Stray,Normal,Dog,Intact Female,4 years,Pit Bull Mix,Black/White,*Celeste,01/08/2015 14:12,01/08/2015 14:12,09/11/2009,Dog,Spayed Female,5 years,Pit Bull Mix,Black/White,0
A704326,Oj,08/11/2015 13:05,08/11/2015 13:05,Parker Ln And Wickshire Ln in Austin (TX),Stray,Normal,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby,Oj,08/11/2015 16:55,08/11/2015 16:55,04/28/2015,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby,0
A714012,,10/16/2015 04:55:00 PM,10/16/2015 04:55:00 PM,4200 Duval Rd in Austin (TX),Stray,Normal,Cat,Unknown,2 years,Domestic Shorthair Mix,Black/White,,10/17/2015 09:00:00 AM,10/17/2015 09:00:00 AM,10/16/2013,Cat,Unknown,2 years,Domestic Shorthair Mix,Black/White,0
A777409,Azul,07/28/2018 01:13:00 PM,07/28/2018 01:13:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,7 years,Weimaraner/American Bulldog,Fawn,Azul,10/06/2018 17:22,10/06/2018 17:22,07/30/2011,Dog,Spayed Female,7 years,Weimaraner/American Bulldog,Fawn,0
A705985,,06/23/2015 11:49:00 AM,06/23/2015 11:49:00 AM,1624 W 5Th in Austin (TX),Stray,Sick,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black/White,,06/23/2015 01:33:00 PM,06/23/2015 01:33:00 PM,04/23/2015,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black/White,1
A687082,,08/31/2014 10:14:00 AM,08/31/2014 10:14:00 AM,4502 Gillis St in Austin (TX),Stray,Sick,Cat,Intact Female,4 months,Domestic Shorthair Mix,Torbie,,09/01/2014 17:04,09/01/2014 17:04,05/01/2014,Cat,Intact Female,4 months,Domestic Shorthair Mix,Torbie,1
A671390,Bodi,01/23/2014 01:07:00 PM,01/23/2014 01:07:00 PM,1512 Pheasant Ln in Travis (TX),Public Assist,Normal,Cat,Spayed Female,2 years,Bengal Mix,Brown Tabby/Black,Bodi,02/03/2014 18:40,02/03/2014 18:40,01/23/2012,Cat,Spayed Female,2 years,Bengal Mix,Brown Tabby/Black,0
A527951,Lily,05/27/2017 12:57:00 PM,05/27/2017 12:57:00 PM,W Stassney Ln & Emerald Forest Dr in Austin (TX),Stray,Normal,Dog,Spayed Female,9 years,Pit Bull,Brown Brindle/White,Lily,05/28/2017 11:53:00 AM,05/28/2017 11:53:00 AM,09/10/2007,Dog,Spayed Female,9 years,Pit Bull,Brown Brindle/White,0
A694545,Rider,12/30/2014 01:06:00 PM,12/30/2014 01:06:00 PM,124 W. Anderson in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,White/Tan,Rider,03/05/2015 13:35,03/05/2015 13:35,12/30/2013,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,White/Tan,0
A776175,*Siobhan,07/09/2018 18:55,07/09/2018 18:55,Interstate 130 And South Highway 183 in Travis (TX),Stray,Normal,Dog,Intact Female,1 year,Pit Bull/Chinese Sharpei,Tricolor,*Siobhan,12/15/2018 12:14:00 PM,12/15/2018 12:14:00 PM,07/09/2017,Dog,Spayed Female,1 year,Pit Bull/Chinese Sharpei,Tricolor,0
A701868,,05/05/2015 14:55,05/05/2015 14:55,1398 Harris Ridge Blvd in Austin (TX),Wildlife,Normal,Other,Unknown,5 days,Opossum,Gray,,05/05/2015 15:34,05/05/2015 15:34,04/30/2015,Other,Unknown,5 days,Opossum,Gray,1
A354725,Kia,08/26/2015 11:51:00 AM,08/26/2015 11:51:00 AM,200 East Martin Luther King Junior Boulevard in Austin (TX),Stray,Normal,Dog,Spayed Female,11 years,Labrador Retriever/Beagle,Black,Kia,08/29/2015 03:17:00 PM,08/29/2015 03:17:00 PM,10/30/2003,Dog,Spayed Female,11 years,Labrador Retriever/Beagle,Black,0
A791673,,03/29/2019 03:41:00 PM,03/29/2019 03:41:00 PM,1600 Miami Drive in Austin (TX),Stray,Injured,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Tan/White,,03/30/2019 10:01:00 AM,03/30/2019 10:01:00 AM,03/29/2018,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Tan/White,1
A709580,Champ,08/10/2015 22:06,08/10/2015 22:06,10810 Topperwein in Austin (TX),Public Assist,Normal,Dog,Neutered Male,17 years,Boston Terrier,Black/White,Champ,08/11/2015 16:26,08/11/2015 16:26,08/11/1998,Dog,Neutered Male,17 years,Boston Terrier,Black/White,0
A680166,,05/30/2014 01:49:00 PM,05/30/2014 01:49:00 PM,3909 Becker Ave in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Black/White,,05/30/2014 02:38:00 PM,05/30/2014 02:38:00 PM,05/08/2014,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Black/White,0
A715624,Vera,11/06/2015 18:39,11/06/2015 18:39,E Stassney And Pleasant Valley in Austin (TX),Stray,Normal,Dog,Intact Female,13 years,Chihuahua Shorthair,Buff,Vera,11/10/2015 16:25,11/10/2015 16:25,11/06/2002,Dog,Intact Female,13 years,Chihuahua Shorthair,Buff,0
A734885,Chloe,09/14/2016 06:18:00 PM,09/14/2016 06:18:00 PM,5005 Manor in Austin (TX),Stray,Normal,Dog,Spayed Female,1 year,Parson Russell Terrier Mix,White/Brown,Chloe,09/18/2016 12:50:00 PM,09/18/2016 12:50:00 PM,09/16/2014,Dog,Spayed Female,2 years,Parson Russell Terrier Mix,White/Brown,0
A728841,*Marty,06/09/2016 12:45,06/09/2016 12:45,10463 Sprinkle Rd in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Boxer Mix,Brown/White,*Marty,06/16/2016 06:43:00 PM,06/16/2016 06:43:00 PM,06/09/2015,Dog,Neutered Male,1 year,Boxer Mix,Brown/White,0
A773223,*Jill,05/29/2018 01:26:00 PM,05/29/2018 01:26:00 PM,13925 Rector Loop in Manor (TX),Stray,Normal,Dog,Intact Female,2 days,Anatol Shepherd Mix,Black/White,*Jill,07/18/2018 05:02:00 PM,07/18/2018 05:02:00 PM,05/27/2018,Dog,Intact Female,1 month,Anatol Shepherd Mix,Black/White,0
A680489,*Trixie,06/03/2014 14:35,06/03/2014 14:35,2603 Reeves Cir B in Austin (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair Mix,Tortie,*Trixie,07/12/2014 16:14,07/12/2014 16:14,03/19/2014,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Tortie,0
A812468,,01/23/2020 11:28:00 AM,01/23/2020 11:28:00 AM,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Blue,,01/27/2020 01:32:00 PM,01/27/2020 01:32:00 PM,12/16/2019,Cat,Intact Male,1 month,Domestic Shorthair,Blue,0
A701454,Stella,05/03/2017 16:50,05/03/2017 16:50,Galindo And Vargas St in Austin (TX),Stray,Normal,Dog,Spayed Female,6 years,Pomeranian Mix,Cream,Stella,05/04/2017 16:12,05/04/2017 16:12,04/29/2011,Dog,Spayed Female,6 years,Pomeranian Mix,Cream,0
A526257,Grenas,10/30/2015 11:42:00 AM,10/30/2015 11:42:00 AM,7618 Lunar in Austin (TX),Stray,Normal,Dog,Neutered Male,8 years,Yorkshire Terrier Mix,Tan/Black,Grenas,10/31/2015 11:13:00 AM,10/31/2015 11:13:00 AM,04/27/2007,Dog,Neutered Male,8 years,Yorkshire Terrier Mix,Tan/Black,0
A812183,,01/17/2020 12:52:00 PM,01/17/2020 12:52:00 PM,13021 Dessau Road in Austin (TX),Stray,Normal,Dog,Intact Female,5 months,Labrador Retriever,White/Gray,,01/25/2020 06:38:00 PM,01/25/2020 06:38:00 PM,08/02/2019,Dog,Spayed Female,5 months,Labrador Retriever,White/Gray,0
A790216,*Tigar,03/06/2019 15:18,03/06/2019 15:18,1809 W Rundberg Ln Apt Number 235 in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Pit Bull Mix,Brown Tiger/White,*Tigar,03/21/2019 04:52:00 PM,03/21/2019 04:52:00 PM,02/16/2018,Dog,Neutered Male,1 year,Pit Bull Mix,Brown Tiger/White,0
A752244,Cash,06/27/2017 07:09:00 PM,06/27/2017 07:09:00 PM,Austin (TX),Public Assist,Normal,Dog,Intact Male,3 years,Pit Bull Mix,Blue/White,Cash,06/28/2017 03:42:00 PM,06/28/2017 03:42:00 PM,06/27/2014,Dog,Intact Male,3 years,Pit Bull Mix,Blue/White,0
A771100,,04/30/2018 02:10:00 PM,04/30/2018 02:10:00 PM,4603 Oak Cliff Drive in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby,,06/27/2018 12:44:00 PM,06/27/2018 12:44:00 PM,03/16/2018,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby,0
A721642,,03/01/2016 16:56,03/01/2016 16:56,906 W Milton St in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Tortie,,03/02/2016 09:48,03/02/2016 09:48,02/08/2016,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Tortie,1
A700164,*Elsie,04/09/2015 10:27,04/09/2015 10:27,20 Strandtman Cv in Austin (TX),Stray,Injured,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Chocolate/White,*Elsie,04/30/2015 11:40:00 AM,04/30/2015 11:40:00 AM,04/09/2013,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Chocolate/White,0
A712903,,09/29/2015 06:00:00 PM,09/29/2015 06:00:00 PM,3848 Airport Blvd in Austin (TX),Stray,Normal,Cat,Intact Male,1 week,Domestic Shorthair Mix,Black/White,,09/29/2015 07:01:00 PM,09/29/2015 07:01:00 PM,09/22/2015,Cat,Intact Male,1 week,Domestic Shorthair Mix,Black/White,0
A699839,Millie,04/03/2015 09:19,04/03/2015 09:19,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,7 years,Domestic Shorthair Mix,Calico/Tricolor,Millie,04/05/2015 13:35,04/05/2015 13:35,04/03/2008,Cat,Spayed Female,7 years,Domestic Shorthair Mix,Calico/Tricolor,0
A782380,Little Girl,10/14/2018 12:40:00 PM,10/14/2018 12:40:00 PM,Austin (TX),Owner Surrender,Nursing,Cat,Intact Female,2 years,Domestic Shorthair Mix,Brown Tabby/White,Little Girl,10/17/2018 04:08:00 PM,10/17/2018 04:08:00 PM,04/14/2016,Cat,Intact Female,2 years,Domestic Shorthair Mix,Brown Tabby/White,0
A704769,Sky,06/08/2015 18:58,06/08/2015 18:58,Manor (TX),Owner Surrender,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Torbie,Sky,06/17/2015 11:50:00 AM,06/17/2015 11:50:00 AM,06/08/2014,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Torbie,0
A804219,Diesel,09/11/2019 19:11,09/11/2019 19:11,9308 Fm 969 in Travis (TX),Stray,Normal,Dog,Intact Male,1 year,Pit Bull,Brown/White,Diesel,09/12/2019 15:54,09/12/2019 15:54,09/11/2018,Dog,Intact Male,1 year,Pit Bull,Brown/White,0
A730229,,06/30/2016 02:40:00 PM,06/30/2016 02:40:00 PM,401 Little Texas Ln in Austin (TX),Stray,Normal,Cat,Unknown,5 days,Domestic Shorthair Mix,Blue Tabby,,06/30/2016 04:12:00 PM,06/30/2016 04:12:00 PM,06/25/2016,Cat,Unknown,5 days,Domestic Shorthair Mix,Blue Tabby,0
A727078,Ned,06/02/2016 14:49,06/02/2016 14:49,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,10 years,Flat Coat Retriever Mix,Black,Ned,07/22/2016 06:56:00 PM,07/22/2016 06:56:00 PM,05/28/2006,Dog,Neutered Male,10 years,Flat Coat Retriever Mix,Black,0
A778036,Side Kick,08/07/2018 15:01,08/07/2018 15:01,26001  Ranch Rd in Travis (TX),Owner Surrender,Normal,Dog,Neutered Male,2 years,Miniature Pinscher Mix,Black/Tan,Side Kick,08/15/2018 06:10:00 PM,08/15/2018 06:10:00 PM,08/07/2016,Dog,Neutered Male,2 years,Miniature Pinscher Mix,Black/Tan,0
A766503,Max,02/10/2018 14:27,02/10/2018 14:27,7201 Levander Loop in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Beagle Mix,White/Red,Max,02/11/2018 16:23,02/11/2018 16:23,08/10/2016,Dog,Neutered Male,1 year,Beagle Mix,White/Red,0
A802044,Maverick,09/25/2019 01:39:00 PM,09/25/2019 01:39:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2 years,Pit Bull,White/Black,Maverick,10/16/2019 05:44:00 PM,10/16/2019 05:44:00 PM,08/13/2017,Dog,Neutered Male,2 years,Pit Bull,White/Black,0
A746158,Mia,03/29/2017 01:38:00 PM,03/29/2017 01:38:00 PM,4506 Elfield Ln in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Pit Bull,White/Red,Mia,04/04/2017 16:30,04/04/2017 16:30,01/22/2017,Dog,Spayed Female,2 months,Pit Bull,White/Red,0
A795263,,05/18/2019 02:44:00 PM,05/18/2019 02:44:00 PM,3220 Duval in Austin (TX),Stray,Normal,Cat,Unknown,2 weeks,Domestic Shorthair,Blue/White,,05/18/2019 03:19:00 PM,05/18/2019 03:19:00 PM,05/03/2019,Cat,Unknown,2 weeks,Domestic Shorthair,Blue/White,0
A680761,Chucho,06/07/2014 14:12,06/07/2014 14:12,Austin (TX),Public Assist,Normal,Dog,Neutered Male,4 years,Miniature Poodle Mix,White,Chucho,06/10/2014 15:13,06/10/2014 15:13,06/07/2010,Dog,Neutered Male,4 years,Miniature Poodle Mix,White,0
A690150,Benjamin,10/15/2014 07:41:00 AM,10/15/2014 07:41:00 AM,2009 Westridge Dr/Wilke in Austin (TX),Stray,Normal,Cat,Neutered Male,11 years,Siamese Mix,Seal Point,Benjamin,10/21/2014 01:39:00 PM,10/21/2014 01:39:00 PM,10/15/2003,Cat,Neutered Male,11 years,Siamese Mix,Seal Point,0
A664382,Chewey,10/02/2013 17:54,10/02/2013 17:54,South 183 in Travis (TX),Stray,Normal,Dog,Intact Female,6 months,Labrador Retriever Mix,Chocolate,Chewey,10/07/2013 17:52,10/07/2013 17:52,04/02/2013,Dog,Spayed Female,6 months,Labrador Retriever Mix,Chocolate,0
A776499,,07/14/2018 03:50:00 PM,07/14/2018 03:50:00 PM,Austin (TX),Owner Surrender,Injured,Dog,Neutered Male,10 years,Yorkshire Terrier Mix,Brown/Black,,07/14/2018 04:46:00 PM,07/14/2018 04:46:00 PM,07/14/2008,Dog,Neutered Male,10 years,Yorkshire Terrier Mix,Brown/Black,1
A691427,,11/04/2014 12:10,11/04/2014 12:10,923 Walter St in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Calico,,11/05/2014 09:00,11/05/2014 09:00,11/04/2013,Cat,Intact Female,1 year,Domestic Shorthair Mix,Calico,0
A695175,Sugar,01/10/2015 14:49,01/10/2015 14:49,6215 Peggy Ln in Austin (TX),Public Assist,Normal,Dog,Spayed Female,4 years,Boxer Mix,Brown/White,Sugar,01/14/2015 01:37:00 PM,01/14/2015 01:37:00 PM,01/14/2010,Dog,Spayed Female,5 years,Boxer Mix,Brown/White,0
A795434,*Corduroy,05/20/2019 03:21:00 PM,05/20/2019 03:21:00 PM,21101 Hogeye Rd in Manor (TX),Stray,Nursing,Cat,Intact Male,1 weeks,Domestic Shorthair,Black/White,*Corduroy,08/19/2019 02:29:00 PM,08/19/2019 02:29:00 PM,05/10/2019,Cat,Neutered Male,3 months,Domestic Shorthair,Black/White,0
A779524,Roo,09/02/2018 11:20,09/02/2018 11:20,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,7 months,Chihuahua Shorthair Mix,Brown,Roo,09/03/2018 13:52,09/03/2018 13:52,01/02/2018,Dog,Spayed Female,8 months,Chihuahua Shorthair Mix,Brown,0
A761553,Art C Clark,11/06/2017 16:53,11/06/2017 16:53,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,7 months,German Shepherd Mix,Tan/Black,Art C Clark,11/08/2017 17:23,11/08/2017 17:23,04/06/2017,Dog,Neutered Male,7 months,German Shepherd Mix,Tan/Black,0
A726384,*Blue,05/10/2016 12:50,05/10/2016 12:50,3522 River Rd in Travis (TX),Owner Surrender,Normal,Cat,Intact Female,4 weeks,Domestic Longhair Mix,Blue/White,*Blue,06/25/2016 06:28:00 PM,06/25/2016 06:28:00 PM,04/10/2016,Cat,Spayed Female,2 months,Domestic Longhair Mix,Blue/White,0
A738572,Mijo,11/17/2016 05:00:00 PM,11/17/2016 05:00:00 PM,Pflugerville (TX),Owner Surrender,Normal,Dog,Intact Male,8 years,Chihuahua Shorthair/Rat Terrier,Tricolor,Mijo,12/16/2016 12:30:00 PM,12/16/2016 12:30:00 PM,11/17/2008,Dog,Neutered Male,8 years,Chihuahua Shorthair/Rat Terrier,Tricolor,0
A727849,Storm,05/26/2016 04:33:00 PM,05/26/2016 04:33:00 PM,3100 Rogge in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Miniature Schnauzer Mix,Black,Storm,05/26/2016 06:39:00 PM,05/26/2016 06:39:00 PM,05/26/2014,Dog,Intact Female,2 years,Miniature Schnauzer Mix,Black,0
A760159,,10/13/2017 03:18:00 PM,10/13/2017 03:18:00 PM,West Creek And Canan Cove in Austin (TX),Stray,Normal,Dog,Intact Female,7 months,Labrador Retriever Mix,Tricolor,,10/19/2017 04:59:00 PM,10/19/2017 04:59:00 PM,03/13/2017,Dog,Spayed Female,7 months,Labrador Retriever Mix,Tricolor,0
A674800,,03/18/2014 02:28:00 PM,03/18/2014 02:28:00 PM,1200 E Anderson Ln in Austin (TX),Stray,Normal,Cat,Intact Female,5 months,Domestic Shorthair Mix,Black/White,,03/22/2014 01:08:00 PM,03/22/2014 01:08:00 PM,09/18/2013,Cat,Intact Female,6 months,Domestic Shorthair Mix,Black/White,0
A706577,,06/30/2015 04:36:00 PM,06/30/2015 04:36:00 PM,Ross Rd And Gilwell Dr in Del Valle (TX),Stray,Normal,Dog,Intact Female,9 years,Cocker Spaniel Mix,Black,,07/04/2015 13:58,07/04/2015 13:58,07/01/2006,Dog,Intact Female,9 years,Cocker Spaniel Mix,Black,1
A808587,*Havarti,11/10/2019 17:27,11/10/2019 17:27,12612 La Paz Ln in Travis (TX),Stray,Normal,Dog,Intact Female,2 years,Staffordshire/English Bulldog,Tan/White,*Havarti,11/16/2019 06:05:00 PM,11/16/2019 06:05:00 PM,11/10/2017,Dog,Spayed Female,2 years,Staffordshire/English Bulldog,Tan/White,0
A735264,Jazz,12/07/2016 14:01,12/07/2016 14:01,Manor (TX),Owner Surrender,Normal,Dog,Spayed Female,4 months,Cairn Terrier/Yorkshire Terrier,Black/Tan,Jazz,12/07/2016 17:59,12/07/2016 17:59,07/21/2016,Dog,Spayed Female,4 months,Cairn Terrier/Yorkshire Terrier,Black/Tan,0
A676225,*Gypsy,04/06/2014 13:26,04/06/2014 13:26,8600 Ranch Rd 620 N in Austin (TX),Stray,Normal,Cat,Spayed Female,2 years,Domestic Shorthair Mix,White/Blue,*Gypsy,05/05/2014 12:32,05/05/2014 12:32,04/06/2012,Cat,Spayed Female,2 years,Domestic Shorthair Mix,White/Blue,0
A769623,*Bun,04/07/2018 13:32,04/07/2018 13:32,17713 Wild Lilly Cove in Travis (TX),Stray,Normal,Other,Intact Male,1 year,Californian Mix,White/Black,*Bun,06/11/2018 11:29,06/11/2018 11:29,04/07/2017,Other,Neutered Male,1 year,Californian Mix,White/Black,0
A747483,Baby,04/20/2017 12:03:00 PM,04/20/2017 12:03:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,5 months,Catahoula Mix,Black/White,Baby,04/23/2017 03:03:00 PM,04/23/2017 03:03:00 PM,10/20/2016,Dog,Spayed Female,6 months,Catahoula Mix,Black/White,0
A794532,Rocco,05/09/2019 13:58,05/09/2019 13:58,1300 Brians Meadow Cove in Austin (TX),Stray,Normal,Dog,Intact Male,8 months,Pug,Tan/Black,Rocco,05/09/2019 18:22,05/09/2019 18:22,08/09/2018,Dog,Intact Male,8 months,Pug,Tan/Black,0
A717194,Daisy,06/01/2017 13:33,06/01/2017 13:33,2315 Dovehill Dr in Austin (TX),Stray,Normal,Dog,Intact Female,3 years,Chihuahua Shorthair/Dachshund,Red/White,Daisy,06/09/2017 15:27,06/09/2017 15:27,12/03/2013,Dog,Spayed Female,3 years,Chihuahua Shorthair/Dachshund,Red/White,0
A773939,Blue,11/29/2019 02:47:00 PM,11/29/2019 02:47:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,3 years,Pit Bull Mix,Blue/White,Blue,09/09/2018 17:08,09/09/2018 17:08,06/07/2016,Dog,Neutered Male,2 years,Pit Bull Mix,Blue/White,0
A710274,,10/22/2015 11:12:00 AM,10/22/2015 11:12:00 AM,6001 Turnstone in Austin (TX),Stray,Normal,Cat,Spayed Female,6 months,Domestic Medium Hair Mix,Blue Tabby,,10/23/2015 09:00:00 AM,10/23/2015 09:00:00 AM,04/20/2015,Cat,Spayed Female,6 months,Domestic Medium Hair Mix,Blue Tabby,0
A759197,Asia,09/28/2017 03:54:00 PM,09/28/2017 03:54:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,13 years,Domestic Medium Hair,Brown Tabby/White,Asia,10/23/2017 04:58:00 PM,10/23/2017 04:58:00 PM,09/28/2004,Cat,Spayed Female,13 years,Domestic Medium Hair,Brown Tabby/White,1
